1,90066302,172494.29,2024-03-13,8500077336,2024-03-12,4100294343,KAMWH24005-135,28821 B,2024-03-13,2024-03-31,172494.29,2024-03-13,,2024-05-06,2024-05-06
2,90066302,172494.29,2024-03-13,8500077337,2024-03-12,4100294353,KAMWH24005-140,28821 B,2024-03-13,2024-03-31,172494.29,2024-03-13,,2024-05-06,2024-05-06
3,90066763,991539.65,2024-04-03,8500077660,2024-03-22,4100294629,CAVWH24007-164,28846 B,2024-03-25,2024-04-30,991539.65,2024-03-25,,2024-05-06,2024-05-06
4,90066763,991539.65,2024-01-01,8500077660,2024-03-22,4100294644,CAVWH24007-158,28846 B,2024-03-25,2024-04-30,991539.65,2024-03-25,,2024-05-06,2024-05-06
5,90066691,388112.92,2024-03-15,8500077520,2024-03-14,4100294017, PRQGS24104-009,28829 B,2024-03-15,2024-04-26,388112.92,2024-03-15,,2024-05-07,2024-05-07
6,90066494,480268.06,2024-03-13,8500077327,2024-03-12,4100293997,DASGS24105-009,28819 B,2024-03-13,2024-03-31,480268.06,2024-03-13,,2024-05-07,2024-05-07
7,90066910,1733754.82,2024-04-15,8500077934,2024-04-14,4100292650,"MAR 2024 JANITOR NORGS24110-100",29066 B,2024-04-15,2024-04-30,157035.96,2024-04-15,,2024-05-06,2024-05-06
8,90066910,1733754.82,2024-04-15,8500077934,2024-04-14,4100292650,"MAR 2024 JANITOR NORGS24110-102",29066 B,2024-04-15,2024-04-30,183208.62,2024-04-15,,2024-05-06,2024-05-06
